,id,per_square_meter_price
73,COL_294101,57946.65591469953
74,COL_294115,52847.72264791264
75,COL_294143,44372.59355589994
76,COL_294200,43732.07635417559
77,COL_294245,28566.826632014105
78,COL_294261,26102.42875634748
79,COL_294293,66082.08106851717
80,COL_294300,53843.08185091177
81,COL_294350,46813.942127113754
82,COL_294488,61283.38125220429
83,COL_294525,56685.43847088146
84,COL_294553,46666.70633442822
85,COL_294558,54391.86718223957
86,COL_294593,59178.36359696514
87,COL_294691,55598.63201323344
88,COL_294716,34407.000835405925
89,COL_294729,56382.845828730824
90,COL_294785,77366.19204210237
91,COL_294917,52496.49625322342
92,COL_294951,27687.734793812328
93,COL_294975,44435.610057546
94,COL_295255,37557.69648601288
95,COL_295327,17476.469963935073
96,COL_295509,37577.176435680674
97,COL_295595,72284.74447553835
98,COL_296322,46314.338028009355
99,COL_296509,30152.168194921185
100,COL_296521,212725.8902474491
101,COL_296756,34758.57089646983
102,COL_296901,57764.87064348698
103,COL_297293,32634.339285526636
104,COL_297324,49723.02859439445
105,COL_297326,55171.050439004604
106,COL_297329,45205.30889133818
107,COL_297441,39811.17758855656
108,COL_297472,63574.74494459581
109,COL_297631,62827.51812395339
110,COL_297815,81120.5603891268
111,COL_298020,45474.28970098616
112,COL_298046,58584.481649591915
113,COL_298052,40279.925330398124
114,COL_298055,105795.13393518967
115,COL_298064,54939.857238093464
116,COL_298075,58900.05895102371
117,COL_298099,37542.971106960795
118,COL_298101,59846.858044952154
119,COL_298102,43141.470118372956
120,COL_298103,27666.922106401304
121,COL_298104,39112.94264335814
122,COL_298261,49621.85819346528
123,COL_298459,213597.83709138006
124,COL_298471,39163.26077511996
125,COL_298481,72855.47734183988
126,COL_298516,68082.6897930865
127,COL_298532,36819.65226007043
128,COL_298539,46602.34200787244
129,COL_298593,240884.2169547297
130,COL_298719,35808.85388357224
131,COL_298724,45269.979835728875
132,COL_298733,47100.73879815947
133,COL_298817,77700.3828791838
134,COL_298837,62416.48522950217
135,COL_298968,171664.54513990536
136,COL_299209,73260.38250878571
137,COL_299221,215012.94636787224
138,COL_299361,45972.571229609865
139,COL_299366,41624.23554842711
140,COL_299450,90888.00452675413
141,COL_299454,58977.02846043463
142,COL_299455,81253.39681208022
143,COL_299459,71084.11952654133
144,COL_299464,33017.226775301046
145,COL_299468,61316.27013451242
146,COL_299486,49641.31882682335
147,COL_299491,83258.76925010319
148,COL_299497,67106.24695639877
149,COL_299499,49218.31973458805
150,COL_299501,80613.4401270718
151,COL_299540,39593.89578443636
152,COL_299615,54735.38881079851
153,COL_299659,234499.51078789946
154,COL_299678,132141.99284388896
155,COL_299795,37996.908490248374
156,COL_299818,47390.16922141844
157,COL_299819,85788.10158144808
158,COL_299820,96243.45032080084
159,COL_299960,45581.56797085687
160,COL_300095,68686.42301825665
161,COL_300108,101141.32833899067
162,COL_300125,26490.628577609838
163,COL_300144,215913.55314661923
164,COL_300225,52445.53742326269
165,COL_300305,263999.3866153252
166,COL_300423,31304.26551925452
167,COL_300491,33679.59269469044
168,COL_300562,38710.4244154396
169,COL_300747,39996.465407619704
170,COL_300816,58607.972576948414
171,COL_300942,48511.23527301379
172,COL_300959,56879.94015328617
173,COL_300962,43679.52140014493
174,COL_301220,34534.83599783234
175,COL_301285,59395.60301878795
176,COL_301290,72950.04411714683
177,COL_301303,74217.58055561659
178,COL_301367,47666.42988353742
179,COL_301368,53317.640546057286
180,COL_301378,86108.67117167136
181,COL_301401,53022.235262869595
182,COL_301444,23250.883753327023
183,COL_301445,51396.70218867973
184,COL_301574,97959.28020458232
185,COL_301649,27489.36128226212
186,COL_301669,60382.19567347296
187,COL_301670,49624.55527666508
188,COL_301679,49260.79752802414
189,COL_301709,33314.7679682651
190,COL_301757,140326.1939998477
191,COL_301819,31731.51945985432
192,COL_301820,42211.023764791375
193,COL_301821,37064.49303284912
194,COL_301822,39767.45242032346
195,COL_301823,39574.76295130376
196,COL_301843,40104.13866217734
197,COL_301976,68195.37625486052
198,COL_301986,39776.08398973265
199,COL_302097,51168.25558319007
200,COL_302111,75283.86230611442
201,COL_302139,52476.34435405611
202,COL_302293,51508.429354743486
203,COL_302294,46335.60303674533
204,COL_302428,57477.34341019946
205,COL_302465,33174.93924042972
206,COL_302497,75188.19388119013
207,COL_302548,33782.74115598352
208,COL_302597,41169.57759561438
209,COL_302726,51718.24081713136
210,COL_302745,61559.90841304279
211,COL_302873,42624.990610345994
212,COL_302926,51111.32525644099
213,COL_302986,47183.66667190984
214,COL_302987,41460.14862280333
215,COL_302994,61481.689546635556
216,COL_303002,65547.78125260862
217,COL_303004,30247.874353618892
218,COL_303007,38337.101173127165
219,COL_303069,50956.0187255089
220,COL_303147,27679.38141891485
221,COL_303265,45662.36963416013
222,COL_303285,77998.35725379581
223,COL_303366,38781.98249429231
224,COL_303405,86073.78034779312
225,COL_303564,44011.79942118021
226,COL_303569,29653.822632572934
227,COL_303618,100225.02940254234
228,COL_303623,59894.079023997
229,COL_303624,59776.539961497
230,COL_303625,56123.91499947761
231,COL_303626,47326.05774763261
232,COL_303627,49626.588368172524
233,COL_303637,31858.755357071816
234,COL_303638,43296.38561408319
235,COL_304041,42282.23037760187
236,COL_304147,322393.6175774093
237,COL_304255,181142.22649588285
238,COL_304280,68784.90715685756
239,COL_304320,43278.05983044472
240,COL_304322,49279.85718949511
241,COL_304323,30435.239839946167
242,COL_304324,25354.499928176392
243,COL_304325,33351.75676792251
244,COL_304367,48969.823482949
245,COL_304546,48745.597546242614
246,COL_304550,69364.36643580164
247,COL_304552,77123.47512053377
248,COL_304561,45368.80348495708
249,COL_304585,68852.26801272627
250,COL_304853,80551.3896436315
251,COL_304902,34208.86117508628
252,COL_304978,60517.43760239639
253,COL_304984,33896.63317876847
254,COL_305002,49786.26641364122
255,COL_305017,59761.607183943954
256,COL_305038,31808.947125698745
257,COL_305057,51280.6096604319
258,COL_305058,46874.366726402295
259,COL_305059,46806.12415238972
260,COL_305114,412963.91864698497
261,COL_305373,68229.78193402427
262,COL_305382,71192.80937510432
263,COL_305383,69015.38536647809
264,COL_305384,73046.17807849462
265,COL_305385,72993.74448474462
266,COL_305386,71522.0912457236
267,COL_305387,72992.76911857678
268,COL_305388,71355.6554505467
269,COL_305413,48195.61328243066
270,COL_305607,53877.65677180486
271,COL_305652,52545.87854772475
272,COL_305726,188014.74087584508
273,COL_305896,66815.21248471065
274,COL_305924,47218.734464282476
275,COL_305926,44104.2925840536
276,COL_306033,85817.28744109279
277,COL_306088,60350.18758018439
278,COL_306141,34929.806099619964
279,COL_306143,44592.87994015182
280,COL_306144,55551.38501098747
281,COL_306151,59248.445629234935
282,COL_306153,54374.085095874514
283,COL_306154,55838.98716623241
284,COL_306155,49838.740355675836
285,COL_306206,58650.059949218485
286,COL_306621,47291.507345577804
287,COL_306728,66742.07013876253
288,COL_306758,43141.36948727067
289,COL_306763,82389.09129426526
290,COL_306803,44938.21028075201
291,COL_306853,37095.823555161776
292,COL_306892,44050.15092226194
293,COL_306938,83295.12201297458
294,COL_307001,60554.205881893686
295,COL_307043,63032.601462913706
296,COL_307158,57787.31518989123
297,COL_307269,58455.341389846515
298,COL_307356,51731.28920631451
299,COL_307480,42010.77713646712
300,COL_307529,74576.64363622024
301,COL_307623,43515.67908750003
302,COL_307819,46537.25128847117
303,COL_307874,48742.70350961397
304,COL_307945,69288.75131540529
305,COL_307986,76131.7176039253
306,COL_308206,57497.57951113943
307,COL_308211,35694.18271362246
308,COL_308429,81802.74907410447
309,COL_308446,35035.88214606259
310,COL_308472,48401.44677988962
311,COL_308486,58568.23586928776
312,COL_308492,64399.92713776326
313,COL_308493,61301.155762261435
314,COL_308743,43885.115283033796
315,COL_308803,41420.1837544328
316,COL_308813,70737.15809017674
317,COL_308963,59672.835944317594
318,COL_308966,24452.468734316462
319,COL_309079,29476.76518783962
320,COL_309121,39012.46286447793
321,COL_309434,42054.67086289938
322,COL_309612,40124.609715512546
323,COL_309635,22613.807601490036
324,COL_309640,33686.27930332489
325,COL_309642,37486.08603949231
326,COL_309784,31851.0824667125
327,COL_310093,31945.14448159165
328,COL_310107,42865.38213164268
329,COL_310164,49428.48182450351
330,COL_310207,48214.71231281718
331,COL_310218,47293.98620219305
332,COL_310311,37526.548487411346
333,COL_310315,59323.29993005446
334,COL_310359,56756.66734298866
335,COL_310405,70748.05273844044
336,COL_310447,54015.21757165984
337,COL_310503,44541.35567536905
338,COL_310570,38239.57752647671
339,COL_310590,53324.17267017534
340,COL_310604,51416.31482340516
341,COL_310641,157310.46506537317
342,COL_310642,52504.0345895152
343,COL_310656,269391.5827576219
344,COL_310722,33786.34632854744
345,COL_310897,47758.03030901315
346,COL_311016,32311.84120887291
347,COL_311017,45326.92458051382
348,COL_311018,43912.89995527844
349,COL_311025,30443.447572460333
350,COL_311026,33609.55261925225
351,COL_311068,45048.38205859721
352,COL_311128,47181.27023840751
353,COL_311187,133289.76675753624
354,COL_311188,132739.09209786
355,COL_311328,163012.6752554031
356,COL_311348,43109.64351453133
357,COL_311537,58509.91975722174
358,COL_311660,44823.06194478828
359,COL_311665,41870.3812819755
360,COL_311698,30447.713354334985
361,COL_311704,298999.3704511257
362,COL_311870,53558.953976332356
363,COL_312002,47557.41754739339
364,COL_312005,153228.2652018977
365,COL_312006,120584.77052507988
366,COL_312007,120497.75003157613
367,COL_312010,85861.37646265587
368,COL_312014,52272.27359919973
369,COL_312208,51828.93023085182
370,COL_312270,45066.74327537215
371,COL_312284,62639.38172795017
372,COL_312290,39002.07779377344
373,COL_312323,60705.22772279848
374,COL_312335,60737.066473899205
375,COL_312455,57683.549676258495
376,COL_312609,61290.14693228956
377,COL_312628,45453.172536820464
378,COL_312649,75474.66454034534
379,COL_312672,49020.92015861255
380,COL_312673,45157.350151524704
381,COL_312695,51307.656312961364
382,COL_312997,281540.33487422066
383,COL_313006,50508.60256146478
384,COL_313065,64022.12054963036
385,COL_313068,60944.79404966805
386,COL_313211,49388.275707447625
387,COL_313268,215753.35562481414
388,COL_313304,45097.624193484386
389,COL_313352,37655.9522520757
390,COL_313363,50119.900643956666
391,COL_313535,67215.39363715998
392,COL_313559,114301.59968518204
393,COL_313572,60739.71845232947
394,COL_313573,57064.31214436761
395,COL_313574,45909.62640845009
396,COL_313597,41793.54946807329
397,COL_313606,69599.9763874892
398,COL_313694,74545.17018258103
399,COL_313703,38075.555982174556
400,COL_313717,87821.62149624024
401,COL_313789,26058.94073095551
402,COL_313791,39438.27334548499
403,COL_313814,64476.63560090083
404,COL_314054,79183.35556644599
405,COL_314055,78875.06752814013
406,COL_314058,75379.88852370612
407,COL_314069,29696.132357816605
408,COL_314170,48626.57684273688
409,COL_314185,60729.724936604536
410,COL_314186,39446.52198494665
411,COL_314187,43865.26168374198
412,COL_314190,71322.33972412761
413,COL_314196,39004.48050184718
414,COL_314211,49974.35204737651
415,COL_314230,63794.23177653147
416,COL_314308,37991.52664776379
417,COL_314419,47827.66623124163
418,COL_314536,39778.12300076536
419,COL_314628,64887.393760757186
420,COL_314746,47458.9904332125
421,COL_314818,48646.88605627652
422,COL_314821,51316.067294348264
423,COL_314859,40376.37824620302
424,COL_314860,38809.238258858706
425,COL_314899,102091.88605881255
426,COL_314907,36867.9489679867
427,COL_314997,30189.944912705352
428,COL_315015,139183.07298900018
429,COL_315135,47176.90995216565
430,COL_315502,50548.21207424901
431,COL_315578,50408.280604626794
432,COL_315599,37201.082950617
433,COL_315602,35827.95038816542
434,COL_315621,32365.96042526867
435,COL_315652,144195.533466547
436,COL_315673,398636.45687731076
437,COL_315724,29933.735020302338
438,COL_315806,21712.169161968646
439,COL_315970,67540.09347289903
440,COL_315976,25367.70638205372
441,COL_315977,27724.1387364681
442,COL_316014,38389.10203634467
443,COL_316015,55196.77408990888
444,COL_316017,52811.58398212274
445,COL_316021,53467.92708961223
446,COL_316022,34366.24600157901
447,COL_316023,56970.611471194046
448,COL_316024,49427.853159884486
449,COL_316025,49634.77256449125
450,COL_316150,60807.50388923799
451,COL_316180,63677.23965129447
452,COL_316181,42470.54674237731
453,COL_316289,55588.921372156605
454,COL_316308,57529.98890041059
455,COL_316323,27414.45395753275
456,COL_316387,27900.26892836151
457,COL_316388,25293.339907137546
458,COL_316389,32244.2302104973
459,COL_316390,26391.14926870306
460,COL_316392,22085.105647812616
461,COL_316423,30819.148947743553
462,COL_316446,53844.607279003714
463,COL_316448,64955.8714143458
464,COL_316562,36994.30026976274
465,COL_316629,39828.798529961554
466,COL_316720,59947.6600298272
467,COL_316897,183343.5921093945
468,COL_316942,37289.04737418768
469,COL_317174,42401.93645460673
470,COL_317405,57192.176745477234
471,COL_317423,42241.28572703408
472,COL_317789,36084.51600502092
473,COL_317930,74604.37307727846
474,COL_318181,73682.70883091354
475,COL_318209,71780.33025114151
476,COL_318336,32216.648281228507
477,COL_318357,40952.794128928566
478,COL_318384,39577.12273877241
479,COL_318425,43582.74250735103
480,COL_318499,38948.99524658503
481,COL_318575,65438.62326536211
482,COL_318696,60812.52202846306
483,COL_318698,418245.26163917244
484,COL_318712,48780.037914543136
485,COL_318765,75639.61448999678
486,COL_319064,72411.44437167235
487,COL_319104,43828.19463709457
488,COL_319163,35765.77885004693
489,COL_319251,49327.725467300625
490,COL_319500,52389.96396250435
491,COL_319542,146947.9928266614
492,COL_319671,56283.98926022514
493,COL_319675,69731.61300820843
494,COL_319987,40887.58553067158
495,COL_319998,29999.712177262507
496,COL_320000,33779.646713205846
497,COL_320001,29917.155962367236
498,COL_320028,37012.19998606957
499,COL_320128,61691.714270308694
500,COL_320171,32968.16621731133
501,COL_320291,44949.723477368694
502,COL_320376,66828.60082077896
503,COL_320430,23891.24776608798
504,COL_320446,37330.0760636103
505,COL_320452,42896.7208752009
506,COL_320470,36143.104925489504
507,COL_320478,54535.54750655956
508,COL_320498,50948.22356862107
509,COL_320518,37944.52345695825
510,COL_320693,53912.112214927794
511,COL_320824,50060.92570595292
512,COL_320905,32121.114045371796
513,COL_320942,121455.19184261531
514,COL_320966,54316.55733683643
515,COL_321061,57474.12372064433
516,COL_321088,73200.78387408532
517,COL_321099,72019.08554233234
518,COL_321128,168723.77976256754
519,COL_321407,55612.09871858747
520,COL_321417,54818.961229104185
521,COL_321427,48537.620119190455
522,COL_321474,38255.680423684156
523,COL_321621,34271.45897105107
524,COL_321670,41063.426083541985
525,COL_321677,35636.824261559435
526,COL_321820,50850.072856870844
527,COL_322106,66828.02967757563
528,COL_322266,36260.4499413263
529,COL_322288,89094.04956469368
530,COL_322290,74300.68639700663
531,COL_322311,45269.20951384492
532,COL_322356,82053.34768389486
533,COL_322378,37647.347786134385
534,COL_322380,44246.95015647181
535,COL_322428,72123.07840010578
536,COL_322436,52298.978882665935
537,COL_322462,47495.13311167316
538,COL_322463,35427.6548210169
539,COL_322511,62285.794632309175
540,COL_322568,52014.60225065763
541,COL_322595,56827.02050622739
542,COL_322623,36201.586967634445
543,COL_322624,74359.75905649684
544,COL_322665,56791.65746867462
545,COL_322676,89600.42081427056
546,COL_322749,50882.87916388834
547,COL_322954,42750.86731108824
548,COL_323025,56606.181650819795
549,COL_323034,57549.935286486405
550,COL_323061,54348.915732779846
551,COL_323075,21438.403711842904
552,COL_323078,43229.68269149169
553,COL_323084,44534.140474017884
554,COL_323247,45977.501028131956
555,COL_323258,74408.0330105355
556,COL_323261,81161.85458544463
557,COL_323330,62375.683480634274
558,COL_323355,76333.26117796182
559,COL_323590,42831.92466853809
560,COL_323647,35704.14108256962
561,COL_323671,55559.14973577528
562,COL_323683,358577.25938935863
563,COL_323882,57466.55041467962
564,COL_323938,66061.95317522367
565,COL_324197,140320.96207245195
566,COL_324268,27309.194020772524
567,COL_324269,32576.73608955518
568,COL_324455,96238.49798968753
569,COL_324459,87576.71607356785
570,COL_324622,64742.866826257225
571,COL_324655,41015.73556515612
572,COL_324779,33918.50407895442
573,COL_324786,106364.64053568298
574,COL_324787,101906.2213255397
575,COL_324926,56724.655333654606
576,COL_324927,49250.89626545517
577,COL_324936,33810.42249209316
578,COL_324940,181256.24950953477
579,COL_324941,58873.60102179425
580,COL_325131,80102.20288311057
581,COL_325182,43676.376720866436
582,COL_325196,46147.58889120164
583,COL_325210,53884.87140300901
584,COL_325348,33374.150215767026
585,COL_325392,42570.04994795314
586,COL_325405,53560.69876274154
587,COL_325545,141988.0924599507
588,COL_325588,72435.26876614735
589,COL_325648,80362.34689219936
590,COL_325649,80745.48015683796
591,COL_325650,72866.59359119754
592,COL_325651,67226.80226728007
593,COL_325652,58350.90645905146
594,COL_325653,62521.510786228115
595,COL_325696,73924.8552939679
596,COL_325699,60049.486265404776
597,COL_325703,43800.85051901323
598,COL_325707,62001.31924232353
599,COL_325847,46557.98952601375
600,COL_325884,33013.74074495917
601,COL_325904,63619.84534147284
602,COL_325905,39120.64536652128
603,COL_325942,90182.40685471313
604,COL_325998,128001.76796200436
605,COL_326043,47856.867644502636
606,COL_326045,40072.54629473734
607,COL_326068,53748.86564480601
608,COL_326108,43770.09325168999
609,COL_326130,161705.09018476686
610,COL_326171,40676.15346482306
611,COL_326268,52155.50973067805
612,COL_326466,49524.53383819757
613,COL_326531,34022.8185121107
614,COL_326680,51953.8087108081
615,COL_326753,49287.25738953917
616,COL_326804,51378.667635938415
617,COL_326997,52149.66648124567
618,COL_327062,35956.04568057642
619,COL_327071,27095.608503197163
620,COL_327138,47856.8334204835
621,COL_327471,43296.30832998477
622,COL_327568,32820.05714489693
623,COL_327627,67753.07752056225
624,COL_327732,42867.11688493063
625,COL_328038,104555.01527288013
626,COL_328039,103063.37006154093
627,COL_328086,39100.368414668555
628,COL_328127,63827.34105065121
629,COL_328128,52730.46845836344
630,COL_328240,45265.51645655191
631,COL_328284,60271.33420032765
632,COL_328358,39959.435728731856
633,COL_328408,46444.31146441418
634,COL_328598,45478.92146453951
635,COL_328785,31941.311727460983
636,COL_328832,71528.71334450468
637,COL_328912,54618.99253905081
638,COL_328916,42801.805020246866
639,COL_328952,61381.30253389331
640,COL_328998,40636.716071275645
641,COL_329153,59377.95397065829
642,COL_329196,54938.979136631446
643,COL_329239,73976.03599286357
644,COL_329262,74712.4952922641
645,COL_329356,43087.00469124528
646,COL_329509,84524.10827490754
647,COL_329554,40923.87126757036
648,COL_329557,49194.051522038724
649,COL_329663,42669.74974470788
650,COL_329708,53334.08069139693
651,COL_329757,18710.539436554183
652,COL_329828,55714.33888668783
653,COL_329829,56433.25914023565
654,COL_329857,35407.743880836206
655,COL_330022,47201.42546726449
656,COL_330075,38317.729336775905
657,COL_330085,49591.005695172076
658,COL_330199,74194.02236171137
659,COL_330234,39316.6699042407
660,COL_330254,78061.53591930022
661,COL_330260,78855.61743813877
662,COL_330277,56422.34710110194
663,COL_330324,39313.46305862744
664,COL_330335,31790.7793976762
665,COL_330474,62332.87753429238
666,COL_330477,36570.19288581921
667,COL_330553,81275.95482023011
668,COL_330624,60933.768824309605
669,COL_330666,53254.561971985604
670,COL_331046,70045.4766421429
671,COL_331047,44623.02247115747
672,COL_331049,39445.832742247476
673,COL_331062,127784.51562453981
674,COL_331205,136175.26822494649
675,COL_331263,49189.43336062007
676,COL_331270,42529.72137065158
677,COL_331278,57561.65130578753
678,COL_331289,36979.97332271843
679,COL_331365,42135.72426725706
680,COL_331412,54010.821901866395
681,COL_331441,47491.865332287285
682,COL_331442,46458.34376020254
683,COL_331466,34697.8932519878
684,COL_331559,35340.90256894419
685,COL_331572,56304.47207584772
686,COL_331601,44296.557624767884
687,COL_331762,37587.03318354689
688,COL_332006,29455.263654390346
689,COL_332433,55299.32432676807
690,COL_332669,38817.134115066525
691,COL_332717,26426.249213431
692,COL_332726,57101.31748524124
693,COL_332856,28704.390574345773
694,COL_332908,142390.00692415744
695,COL_332909,127635.28300956303
696,COL_332910,127501.08769706303
697,COL_332939,55344.66856063408
698,COL_333190,142116.02789559992
699,COL_333309,57196.13785276194
700,COL_333329,43261.77277031841
701,COL_333350,50783.50648718441
702,COL_333390,42855.755062447075
703,COL_333472,51205.68974910911
704,COL_333473,153613.69536226077
705,COL_333518,44359.38272927623
706,COL_333530,62035.971737363274
707,COL_333545,169594.38529419492
708,COL_333556,43942.45602361356
709,COL_333576,33713.36904798188
710,COL_333736,44022.91011085268
711,COL_333788,49829.35995745694
712,COL_333866,40254.73829313532
713,COL_333867,36422.07691699859
714,COL_333928,74623.74710775824
715,COL_333957,49556.15312926669
716,COL_334037,65360.72765468216
717,COL_334047,51895.979669665714
718,COL_334091,104124.09946271393
719,COL_334183,35719.785346832294
720,COL_334229,54755.322151174565
721,COL_334288,133607.38038034292
722,COL_334468,40536.51866714022
723,COL_334548,38369.064804282854
724,COL_334639,39005.92516845296
725,COL_334741,36355.3651849975
726,COL_334989,58917.18138485053
727,COL_335047,66905.51176856142
728,COL_335092,50219.07223722122
729,COL_335505,58447.60696257522
730,COL_335523,57103.84445016117
731,COL_335574,73486.47711869953
732,COL_335589,43606.22199337368
733,COL_335708,58407.40907367167
734,COL_335714,85326.36536164973
735,COL_335836,45239.062248074246
736,COL_336093,55533.74811911736
737,COL_336095,39980.367713588246
738,COL_336259,47009.28911110222
739,COL_336264,45307.637228013846
740,COL_336267,50322.068410492444
741,COL_336462,117835.78494481598
742,COL_336493,61876.73312998572
743,COL_336495,52891.0287075929
744,COL_336499,59334.72570958357
745,COL_336531,43532.818912717295
746,COL_336685,39207.15464973244
747,COL_336736,79942.3567686462
748,COL_336855,43869.72751899836
749,COL_336874,49705.655553732926
750,COL_336932,36380.436753853355
751,COL_336963,142621.89127697342
752,COL_336967,40094.4764674293
753,COL_337195,55817.516624019074
754,COL_337254,81223.69923978025
755,COL_337273,62361.740106134326
756,COL_337309,67168.94785194928
757,COL_337318,39075.16340787141
758,COL_337346,132539.79809662205
759,COL_337386,46100.05393145735
760,COL_337590,29347.77453350475
761,COL_337593,32594.561560618764
762,COL_337666,37690.335267666356
763,COL_337681,47987.10654184583
764,COL_337895,29711.76187982577
765,COL_337901,81042.27305558091
766,COL_337971,48529.45047350002
767,COL_338002,39921.38144334068
768,COL_338038,64849.31035909214
769,COL_338039,57766.22405662159
770,COL_338276,31924.982256072843
771,COL_338279,66232.80485058768
772,COL_338421,37141.889993787605
773,COL_338506,45575.377741994016
774,COL_338557,55713.82347690409
775,COL_338558,50433.37582902015
776,COL_338559,55702.41232495746
777,COL_338560,52609.2776667141
778,COL_338561,53388.48006228675
779,COL_338562,58510.20874476383
780,COL_338607,58814.32425115067
781,COL_338609,55594.18033129006
782,COL_338673,35979.28461091025
783,COL_338850,38424.38559373874
784,COL_338864,51460.045675602094
785,COL_338944,48858.52564644393
786,COL_339089,72343.49663830476
787,COL_339113,34785.01143116963
788,COL_339428,37498.27269386411
789,COL_339440,32568.46143354298
790,COL_339645,36334.28017913687
791,COL_339657,43709.88500974543
792,COL_339727,42509.12955818369
793,COL_339728,42455.36979255869
794,COL_339729,56564.971810507865
795,COL_339772,53744.8602296703
796,COL_339793,49687.95613162833
797,COL_339822,33070.74653092446
798,COL_339866,51384.41247337396
799,COL_339878,99933.80807281232
800,COL_339889,29115.259473674
801,COL_339893,38031.41837071962
802,COL_339912,73305.26453964629
803,COL_339987,31192.69734871307
804,COL_339993,71909.08381466131
805,COL_340011,69775.77738893966
806,COL_340117,44551.40316202491
807,COL_340369,50782.558626264974
808,COL_340447,86630.96305136767
809,COL_340462,39192.50276864031
810,COL_340506,30439.4148453623
811,COL_340519,61263.835308915695
812,COL_340520,58793.65091637854
813,COL_340521,50409.724632459285
814,COL_340655,387593.3969325366
815,COL_340657,50209.00046103257
816,COL_340794,127107.64779172323
817,COL_340796,48434.82247356902
818,COL_340898,107175.62259414217
819,COL_340975,40443.719709380486
820,COL_340994,60175.29933572759
821,COL_340995,52730.69523263667
822,COL_341014,43034.642293968296
823,COL_341069,141733.9444074312
824,COL_341070,40829.23210308586
825,COL_341184,50360.15466716369
826,COL_341212,43199.33617608475
827,COL_341220,55038.294577031906
828,COL_341237,55468.65981491763
829,COL_341310,54646.02630206132
830,COL_341351,39697.769707355015
831,COL_341414,77029.49327514169
832,COL_341465,39888.762665380724
833,COL_341487,36528.78847012021
834,COL_341496,41019.39113181561
835,COL_341683,43352.59707604465
836,COL_341692,34802.86521337424
837,COL_341722,65747.39327608113
838,COL_341744,48109.5532403116
839,COL_341762,96972.68414399706
840,COL_341805,32758.223993756517
841,COL_341889,43871.839374365125
842,COL_341936,47344.116333878555
843,COL_342040,66599.60116030442
844,COL_342111,62269.000018859944
845,COL_342208,59097.55075840674
846,COL_342209,42283.62560588782
847,COL_342211,54864.49178177302
848,COL_342212,35777.91672521232
849,COL_342258,50024.739659417246
850,COL_342326,53907.47884225247
851,COL_342405,53935.949383130064
852,COL_342407,56260.842842364305
853,COL_342425,54796.43759588605
854,COL_342426,56529.62838997948
855,COL_342438,61025.436190557215
856,COL_342505,49109.93232902691
857,COL_342623,37379.665509528066
858,COL_342714,59224.38772063975
859,COL_342734,31879.182030219526
860,COL_342947,41322.67056723148
861,COL_342948,32373.93813256471
862,COL_343030,41934.85887858999
863,COL_343036,63929.780353790426
864,COL_343039,41777.65103639498
865,COL_343047,57994.48768586133
866,COL_343070,28631.84923136994
867,COL_343169,113294.12125039837
868,COL_343269,38592.405193338636
869,COL_343324,57316.92313690484
870,COL_343430,28833.316995697172
871,COL_343527,31167.252386905122
872,COL_343636,40040.21669976199
873,COL_343649,51969.968330868964
