id,per_square_meter_price
COL_304585,61008.84071295254
COL_304853,70902.951162263
COL_304902,30166.601256422553
COL_304978,54142.63301729279
COL_304984,32019.57885753693
COL_305002,57493.91173353245
COL_305017,51009.56593038791
COL_305038,31303.380579522487
COL_305057,58125.93025836381
COL_305058,50048.190484054576
COL_305059,50627.29517977944
COL_305114,501344.1185439699
COL_305373,90922.53261804854
COL_305382,73081.79062520864
COL_305383,70893.30198295617
COL_305384,74589.58271948923
COL_305385,74589.58271948923
COL_305386,73727.99499144717
COL_305387,74494.49136215355
COL_305388,72421.48277609343
COL_305413,48308.605471111325
COL_305607,56262.13385610972
COL_305652,59984.3235016995
COL_305726,172084.6380016902
COL_305896,72855.3351256713
COL_305924,49613.664241064944
COL_305926,44668.2882931072
COL_306033,69903.40300718557
COL_306088,67993.88687911877
COL_306141,37305.370011739935
COL_306143,49383.22472405364
COL_306144,58294.84814697494
COL_306151,62496.05141471988
COL_306153,48477.03347299903
COL_306154,52700.03292621481
COL_306155,47042.97289885168
COL_306206,54055.932398436984
COL_306621,52384.19437865562
COL_306728,60260.00746502506
COL_306758,41471.97334954135
COL_306763,70309.82321353053
COL_306803,40275.69399900402
COL_306853,37858.43617282355
COL_306892,36642.958094523885
COL_306938,61991.37683844915
COL_307001,68890.29067003737
COL_307043,76437.60136332741
COL_307158,60598.118661032466
COL_307269,68406.36637344303
COL_307356,47107.27763137902
COL_307480,46958.60505418425
COL_307529,94264.31852244046
COL_307623,41440.010518750045
COL_307819,52561.43226444233
COL_307874,55271.934362977954
COL_307945,59894.11200581058
COL_307986,56836.79458285058
COL_308206,51854.20980352886
COL_308211,39998.63105224492
COL_308429,74754.97471070895
COL_308446,34982.32679212518
COL_308472,52461.74902852925
COL_308486,63831.565488575514
COL_308492,78241.07693177652
COL_308493,74199.47168077288
COL_308743,45903.60556606759
COL_308803,41755.566727615595
COL_308813,81711.96071160349
COL_308963,56417.58985738519
COL_308966,21874.861296757932
COL_309079,34001.43857880424
COL_309121,45817.482369580845
COL_309434,37950.50578829876
COL_309612,40240.06708727508
COL_309635,19906.585906105072
COL_309640,38115.738294149785
COL_309642,33625.508016484615
COL_309784,35845.371964674996
COL_310093,22283.4608381833
COL_310107,33363.87754453536
COL_310164,50468.658961507026
COL_310207,50823.24493813436
COL_310218,61039.726310636106
COL_310311,37497.3821310727
COL_310315,55437.025641358916
COL_310359,54233.81515472732
COL_310405,57177.30860188087
COL_310447,63440.067955819686
COL_310503,34643.1761944881
COL_310570,32283.36989670341
COL_310590,59396.89221535069
COL_310604,55508.29370931033
COL_310641,170946.11763074633
COL_310642,59962.2801165304
COL_310656,179957.04051524375
COL_310722,26980.766875844893
COL_310897,42116.158274276284
COL_311016,32372.46952712082
COL_311017,48990.99759852764
COL_311018,46757.49131680688
COL_311025,29726.768191795665
COL_311026,19067.698988504497
COL_311068,57352.39692969442
COL_311128,43845.40766431501
COL_311187,145478.8616400725
COL_311188,143336.29357071998
COL_311328,147338.5848858062
COL_311348,45431.77921656267
COL_311537,37794.46451444348
COL_311660,39215.491077076564
COL_311665,44791.02037645099
COL_311698,29923.670849294973
COL_311704,218068.02215225145
COL_311870,60626.75170266471
COL_312002,41245.21790728676
COL_312005,221731.9600912954
COL_312006,148699.61917515975
COL_312007,149763.57037565226
COL_312010,64848.53417531173
COL_312014,46971.29719839947
COL_312208,54517.989367953654
COL_312270,33914.58811324431
COL_312284,48073.99001840034
COL_312290,31126.05402504688
COL_312323,61096.31091434696
COL_312335,65677.04701029841
COL_312455,65564.49779001699
COL_312609,56754.02042707913
COL_312628,49077.91147989093
COL_312649,56093.313455690695
COL_312672,52641.9653172251
COL_312673,43743.80186554941
COL_312695,43758.398563422736
COL_312997,189597.73224844126
COL_313006,49607.490279179554
COL_313065,64596.64734926072
COL_313068,65345.865443086106
COL_313211,47642.71547739525
COL_313268,325976.9065621283
COL_313304,34929.45151196878
COL_313352,37231.6037229014
COL_313363,49651.50441291333
COL_313535,61629.732586819955
COL_313559,83320.02749536409
COL_313572,47281.99159215893
COL_313573,41218.139913735205
COL_313574,41156.166879400174
COL_313597,39928.380186146576
COL_313606,73137.65589997839
COL_313694,68917.91849016205
COL_313703,39059.522120599104
COL_313717,65331.742992480475
COL_313789,21804.141227536024
COL_313791,39663.742003469975
COL_313814,55908.044639301654
COL_314054,59268.97675789197
COL_314055,59169.14286878028
COL_314058,56412.78485991225
COL_314069,27932.24909063321
COL_314170,36160.30993547376
COL_314185,61803.06706070907
COL_314186,32191.739282393304
COL_314187,40715.68742998396
COL_314190,63653.25757325521
COL_314196,34670.996159944356
COL_314211,48046.797844753004
COL_314230,72037.90105306295
COL_314308,37398.22517052759
COL_314419,58365.36371248325
COL_314536,38128.78506403071
COL_314628,64568.89299026436
COL_314746,44401.90664767501
COL_314818,46005.70180005303
COL_314821,58802.450994946536
COL_314859,40868.90492990605
COL_314860,35096.87104896742
COL_314899,70923.6314926251
COL_314907,38290.8119984734
COL_314997,25531.870294160704
COL_315015,165981.11472800036
COL_315135,32156.214435581307
COL_315502,46784.82258599801
COL_315578,54546.57292800359
COL_315599,33565.072151234
COL_315602,34345.40858883083
COL_315621,29982.069288037343
COL_315652,151215.613808094
COL_315673,262540.97625462146
COL_315724,25889.423165604672
COL_315806,16829.172308312292
COL_315970,75698.98772704806
COL_315976,21052.293623482437
COL_315977,24241.4278635612
COL_316014,35171.10251018935
COL_316015,53510.37630481775
COL_316017,51531.355464245484
COL_316021,53753.57683547446
COL_316022,28425.03106565803
COL_316023,58306.09403613809
COL_316024,57780.737569768964
COL_316025,58040.7326289825
COL_316150,70681.59762222598
COL_316180,48164.07305258894
COL_316181,44158.83567225461
COL_316289,67365.2099318132
COL_316308,92036.2746758212
COL_316323,27493.314165065498
COL_316387,18976.256606723022
COL_316388,14119.437626775096
COL_316389,24250.9760459946
COL_316390,14225.904006156115
COL_316392,17240.94957687523
COL_316423,24897.50492673711
COL_316446,59248.78487050743
COL_316448,81945.0006411916
COL_316562,37967.873977025476
COL_316629,40115.4056536731
COL_316720,63326.9450596544
COL_316897,200657.012343789
COL_316942,27117.672873375348
COL_317174,38177.02134671346
COL_317405,57921.29880345446
COL_317423,40366.37614156816
COL_317789,31662.723416291843
COL_317930,56617.31646705692
COL_318181,57811.527036827094
COL_318209,56755.22300228301
COL_318336,22592.09734370701
COL_318357,39823.67419535714
COL_318384,42386.640008794806
COL_318425,39916.23892095206
COL_318499,48910.90846192006
COL_318575,57234.39496822423
COL_318696,57851.801869426126
COL_318698,196888.64827834486
COL_318712,50106.89223533628
COL_318765,65677.41647999354
COL_319064,59144.31061834469
COL_319104,45462.39708668915
COL_319163,25210.307700093857
COL_319251,49652.841559601235
COL_319500,57440.88105000869
COL_319542,158620.2669033228
COL_319671,55363.291020450284
COL_319675,75108.65179766685
COL_319987,42502.483561343164
COL_319998,31383.951698275017
COL_320000,35572.219207661685
COL_320001,29648.20254973447
COL_320028,36945.364815889145
COL_320128,73482.36213436739
COL_320171,30013.445715872655
COL_320291,50671.86882973739
COL_320376,84063.1430478079
COL_320430,22560.018969675966
COL_320446,37724.2341584706
COL_320452,51509.027687901806
COL_320470,35753.627819729
COL_320478,62534.96220061913
COL_320498,56404.12682474214
COL_320518,32912.0859764165
COL_320693,52160.11896110558
COL_320824,43706.64828690584
COL_320905,21378.040590743592
COL_320942,109119.47743523061
COL_320966,56740.860767422855
COL_321061,64221.92712878866
COL_321088,76436.37243567061
COL_321099,56567.749209664675
COL_321128,113252.05952513503
COL_321407,49228.892749674924
COL_321417,52116.69980195837
COL_321427,48446.27930088091
COL_321474,39668.56787861831
COL_321621,36639.04880147714
COL_321670,38513.24279208397
COL_321677,33923.99227311887
COL_321820,38960.10665124169
COL_322106,45610.668730151265
COL_322266,35134.501445152586
COL_322288,78793.35694188734
COL_322290,69176.49779401327
COL_322311,48182.27059018983
COL_322356,54205.664117789696
COL_322378,34680.81275976877
COL_322380,36301.619062943624
COL_322428,64667.67242521156
COL_322436,49418.00464033186
COL_322462,52203.84044209632
COL_322463,30213.958079533797
COL_322511,59350.706452118335
COL_322568,60373.313876315246
COL_322595,58689.37694995479
COL_322623,31095.29112276889
COL_322624,75823.0103004937
COL_322665,35387.73681234923
COL_322676,87299.91194104112
COL_322749,42339.35207777669
COL_322954,36800.09399717647
COL_323025,41278.41798913958
COL_323034,65147.046354222795
COL_323061,50877.4642780597
COL_323075,21348.959767435812
COL_323078,36794.26382048337
COL_323084,47996.09344803577
COL_323247,42467.392681263904
COL_323258,66084.308208571
COL_323261,79196.10760838925
COL_323330,67628.39821126855
COL_323355,88748.30360592362
COL_323590,33267.54074332618
COL_323647,31137.321227639244
COL_323671,49358.330721550556
COL_323683,259400.20627871732
COL_323882,65612.84692310925
COL_323938,76465.42978794732
COL_324197,113383.11164490393
COL_324268,25531.50132279505
COL_324269,34453.82960098536
COL_324455,131577.16394812503
COL_324459,61515.2915221357
COL_324622,76183.37037126445
COL_324655,50043.48284906225
COL_324779,26975.836282908844
COL_324786,140032.02325886596
COL_324787,132415.01296357941
COL_324926,57852.90051105921
COL_324927,46101.93315591034
COL_324936,22699.555921686315
COL_324940,297824.60058156954
COL_324941,62657.4286060885
COL_325131,64334.07764122114
COL_325182,41297.73781673286
COL_325196,42257.62700115329
COL_325210,51775.31311851803
COL_325348,33488.30043153405
COL_325392,34804.94364590628
COL_325405,55987.319400483066
COL_325545,131613.62241990143
COL_325588,67600.1312822947
COL_325648,67541.69378439874
COL_325649,67875.06187617593
COL_325650,59498.31999489509
COL_325651,66723.83890956015
COL_325652,54485.64104310292
COL_325653,60230.07625995624
COL_325696,63512.66371293581
COL_325699,49161.98034330956
COL_325703,42116.14635052645
COL_325707,53622.591609647054
COL_325847,50744.5571770275
COL_325884,36744.47758366835
COL_325904,67997.69849544569
COL_325905,32717.76338929257
COL_325942,111841.89183442628
COL_325998,172428.95779900873
COL_326043,43368.36810150526
COL_326045,45401.60430822468
COL_326068,57412.43441461203
COL_326108,38333.678690879984
COL_326130,247628.41474453371
COL_326171,46247.90849214611
COL_326268,52252.06633635611
COL_326466,41968.630176395134
COL_326531,35118.793274221396
COL_326680,52665.211171616196
COL_326753,47100.58118532834
COL_326804,54466.81183437684
COL_326997,57611.12202499135
COL_327062,31592.095267402845
COL_327071,25754.482631394327
COL_327138,40799.04184096699
COL_327471,48545.24165996954
COL_327568,22144.598664793855
COL_327627,81390.92066612451
COL_327732,44096.72595736125
COL_328038,136227.35085826027
COL_328039,132681.95887308187
COL_328086,34741.87354808712
COL_328127,66746.36960130243
COL_328128,42022.47988547688
COL_328240,44898.97041310381
COL_328284,70998.2465256553
COL_328358,43604.957394963705
COL_328408,42777.72058507836
COL_328598,49455.08511657904
COL_328785,38280.05704867197
COL_328832,50000.801689009364
COL_328912,37897.52414060161
COL_328916,44393.03972799373
COL_328952,57034.69100528661
COL_328998,43868.02589255129
COL_329153,62528.96653506657
COL_329196,53043.80592951288
COL_329239,62078.71261072714
COL_329262,64936.756209528205
COL_329356,47424.415632490556
COL_329509,66580.73217481507
COL_329554,32115.906597640707
COL_329557,49190.83741907745
COL_329663,40480.757301915764
COL_329708,51285.23169529385
COL_329757,15452.758560608365
COL_329828,53618.95121087567
COL_329829,58508.27609297129
COL_329857,26628.722136672415
COL_330022,44359.33530952899
COL_330075,33033.74382980181
COL_330085,46357.015296594145
COL_330199,84055.74394217275
COL_330234,38296.76558973139
COL_330254,86945.57183860042
COL_330260,90910.21925127754
COL_330277,57366.92857720389
COL_330324,31072.035492254883
COL_330335,39497.1115297274
COL_330474,43834.387881084745
COL_330477,29360.834990388426
COL_330553,79186.6127654602
COL_330624,54435.40483611922
COL_330666,41648.006756471215
COL_331046,87538.80484678577
COL_331047,41528.96681731493
COL_331049,33241.10298449495
COL_331062,173857.7343740796
COL_331205,176401.45832489297
COL_331263,55551.32765874013
COL_331270,39858.47399130316
COL_331278,57142.85729907505
COL_331289,32478.99352043687
COL_331365,43818.56962826411
COL_331412,46478.34302248279
COL_331441,53124.69160207456
COL_331442,51379.71877040508
COL_331466,30097.2122852256
COL_331559,35250.94966913838
COL_331572,62674.36212044544
COL_331601,36425.71681203576
COL_331762,36362.44917959378
COL_332006,28965.847621280693
COL_332433,52772.547091036125
COL_332669,37872.670573883035
COL_332717,20357.687879987003
COL_332726,56700.556845482475
COL_332856,34077.05067994155
COL_332908,202300.74041081488
COL_332909,171948.51133162607
COL_332910,171948.51133162607
COL_332939,67071.73555876818
COL_333190,202759.09485369982
COL_333309,61823.08429927388
COL_333329,40039.88538438681
COL_333350,48149.13016186881
COL_333390,48935.38121864415
COL_333472,56896.62168571822
COL_333473,156631.01572452154
COL_333518,29854.894364802458
COL_333530,57380.92784972655
COL_333545,255865.91902588983
COL_333556,51069.55267222711
COL_333576,30734.093564713763
COL_333736,54102.46084670535
COL_333788,58926.14178991386
COL_333866,40639.31252377065
COL_333867,31226.372583997185
COL_333928,82846.25202801648
COL_333957,53195.790633533376
COL_334037,65931.31468436432
COL_334047,50326.47496433144
COL_334091,138568.54267542786
COL_334183,28755.68788116459
COL_334229,43454.956802349116
COL_334288,116782.30763568582
COL_334468,31246.82249053043
COL_334548,40073.227264815694
COL_334639,36226.877680655925
COL_334741,32434.199119995003
COL_334989,67028.05808220107
COL_335047,51114.83603712284
COL_335092,43589.24603694243
COL_335505,64195.26080015044
COL_335523,49137.032650322326
COL_335574,75836.45423739907
COL_335589,36226.303361747356
COL_335708,70184.18924109334
COL_335714,63028.07447329948
COL_335836,43688.4604336485
COL_336093,54827.308738234715
COL_336095,36392.73152092649
COL_336259,39360.91025345443
COL_336264,38983.46976852769
COL_336267,37287.54307098489
COL_336462,86441.53863963197
COL_336493,65182.23969747145
COL_336495,54599.3855401858
COL_336499,62084.568606667126
COL_336531,47679.82532543458
COL_336685,45390.60617446487
COL_336736,64785.229162292395
COL_336855,30834.525350496733
COL_336874,46397.45954496585
COL_336932,28418.71725770672
COL_336963,143325.97005394683
COL_336967,40296.691216108586
COL_337195,56985.91606053815
COL_337254,68796.32035456052
COL_337273,63698.88255601865
COL_337309,70734.72382889858
COL_337318,32086.87759699282
COL_337346,222561.76025574416
COL_337386,49694.8813004147
COL_337590,25246.849848259502
COL_337593,31629.58015248753
COL_337666,39731.092410332705
COL_337681,46928.58808369166
COL_337895,26859.81086902654
COL_337901,68824.37423616182
COL_337971,50925.19782200004
COL_338002,36821.841011681354
COL_338038,66223.18712443428
COL_338039,62405.67858199319
COL_338276,26206.862949645685
COL_338279,73712.95345117537
COL_338421,25364.889362575213
COL_338506,41770.87267148804
COL_338557,59735.88132880816
COL_338558,52432.7907205403
COL_338559,59580.621524914925
COL_338560,55487.524083428194
COL_338561,57407.2921558235
COL_338562,62973.98389577768
COL_338607,57824.32818980135
COL_338609,56184.73566258011
COL_338673,30882.116096820497
COL_338850,32886.50556247749
COL_338864,50040.35306995419
COL_338944,43755.54738663785
COL_339089,69933.0557766095
COL_339113,27745.975987339265
COL_339428,35143.56882522823
COL_339440,34999.31153896096
COL_339645,25161.53692077374
COL_339657,48376.37939449086
COL_339727,44814.915366367386
COL_339728,44814.915366367386
COL_339729,62853.603777265715
COL_339772,54811.87670934062
COL_339793,48686.58413825666
COL_339822,26253.532124348912
COL_339866,53474.90307174792
COL_339878,94965.05364562463
COL_339889,27250.284572348
COL_339893,39214.42267893925
COL_339912,64154.93532929257
COL_339987,31475.724775551145
COL_339993,59463.659816822634
COL_340011,55870.03134037931
COL_340117,36140.54851154982
COL_340369,54599.12897127994
COL_340447,102976.72297773534
COL_340462,42706.208662280624
COL_340506,31682.3003938496
COL_340519,68738.80343033139
COL_340520,62385.50495775707
COL_340521,51166.945358668556
COL_340655,649640.7782400732
COL_340657,48830.64154706514
COL_340794,108114.85808344644
COL_340796,47765.379322138026
COL_340898,131220.94831328435
COL_340975,36684.74410626096
COL_340994,61332.03226520519
COL_340995,51604.61312152334
COL_341014,44533.86271293658
COL_341069,110297.4356898624
COL_341070,44554.63217492171
COL_341184,47655.36792807738
COL_341212,43032.137195919495
COL_341220,59574.05009156381
COL_341237,61298.878223585256
COL_341310,55269.16979162264
COL_341351,32252.92222721003
COL_341414,63332.8928002834
COL_341465,37687.06439326145
COL_341487,33645.912877740426
COL_341496,39211.93851363122
COL_341683,45543.799620839294
COL_341692,31275.511676748487
COL_341722,57333.48967716225
COL_341744,48251.8135118732
COL_341762,127457.75891299412
COL_341805,31882.377675013035
COL_341889,45239.913123730264
COL_341936,43238.44360525711
COL_342040,69450.40544560882
COL_342111,72924.16410021989
COL_342208,68896.99604806348
COL_342209,49907.42699302564
COL_342211,63317.79215729602
COL_342212,36278.524856674645
COL_342258,47947.412912584485
COL_342326,60602.64518450495
COL_342405,37729.46126626014
COL_342407,44239.93568472861
COL_342425,54508.7228480221
COL_342426,57770.84271745896
COL_342438,61831.55988111444
COL_342505,51418.32950180382
COL_342623,26928.623987806128
COL_342714,69051.9316912795
COL_342734,21535.629685439057
COL_342947,44804.37629071296
COL_342948,34656.44657762941
COL_343030,33240.73338217999
COL_343036,51408.216957580844
COL_343039,51138.27863528996
COL_343047,58069.54177797265
COL_343070,27265.395728364885
COL_343169,90469.27375079671
COL_343269,26929.22835542727
COL_343324,57316.00643005969
COL_343430,31701.216022644345
COL_343527,29986.782117560248
COL_343636,39414.65214952398
COL_343649,58185.15541173792
COL_343852,32458.50894788672
COL_343866,58361.09310113119
COL_343993,64688.70571995293
COL_344179,35511.79046390372
COL_344278,58543.39744242725
COL_344298,28075.697145007467
COL_344312,60824.32334941754
COL_344350,43056.79700657152
COL_344578,46256.06581012619
COL_344772,29860.2235620683
COL_344807,44919.83183009716
COL_344844,37673.76529811674
COL_344845,55008.22393309915
COL_344887,29658.731381264173
COL_344960,52693.01495650057
COL_344969,125065.59495033385
COL_345017,37887.28795340263
COL_345055,37308.62037474215
COL_345062,154751.3817437913
COL_345102,63175.389759258025
COL_345117,182788.98348981733
COL_345119,123165.95011295789
COL_345171,47401.704570017224
COL_345187,71350.88185589256
COL_345195,238174.4099650867
COL_345287,83551.99034903645
COL_345351,43952.389662876536
COL_345558,37005.26106544079
COL_345594,31018.74256765674
COL_345718,54155.653815802645
COL_345723,33057.74252726965
COL_345736,41476.11581934218
COL_345839,49059.72463306886
COL_345884,47021.12365514656
COL_345971,22361.622809103974
COL_345996,51833.587059789286
COL_346013,127424.6289805641
COL_346015,132957.83534252088
COL_346208,61361.244147791556
COL_346276,57801.669450042056
COL_346296,55330.9194899649
COL_346516,48335.77464512986
COL_346518,52902.80834051482
COL_346522,123091.26852383747
COL_346623,62568.33458940208
COL_346677,92871.8629575095
COL_346698,40068.33224281281
COL_346776,56416.29677769153
COL_346813,60549.062307341024
COL_346829,38546.49721596216
COL_346974,65803.17882414049
COL_346975,62118.88184556508
COL_347000,58216.84449469252
COL_347011,88587.78573147817
COL_347186,63667.37229705977
COL_347284,62699.48609917041
COL_347293,33151.96700013928
COL_347332,30571.305228299545
COL_347353,49783.7401017155
COL_347436,48282.92263884593
COL_347488,40049.658681935885
COL_347618,42601.92719865105
COL_347620,24424.065247047885
COL_347621,44577.475016041564
COL_347634,53143.13184122403
COL_347686,40857.71846124389
COL_347694,36467.470246434124
COL_347737,67031.06244262315
COL_347777,60493.264669011805
COL_347852,52299.04536389477
COL_347970,20564.577569763052
COL_348009,31963.340003184487
COL_348076,130207.28038353586
COL_348077,96883.95282614997
COL_348272,55489.37512596979
COL_348274,49016.652400710715
COL_348275,41776.92448785771
COL_348278,34109.920128313854
COL_348281,39437.377733467976
COL_348383,61008.84071295254
COL_348436,27892.271429776978
COL_348447,33590.15968167912
COL_348483,35040.58978265404
COL_348681,47750.8688030764
COL_348731,42310.40273329835
COL_348733,47832.68671203856
COL_348757,73125.5618925477
COL_348893,37182.186356848666
COL_349002,136343.57464921376
COL_349029,65148.747836821014
COL_349110,19349.39790277298
COL_349213,45039.73411958159
COL_349214,41031.072264789
COL_349215,34739.30114607564
COL_349216,42642.61644216481
COL_349601,41418.1760524204
COL_349602,34694.23346290768
COL_349643,29869.451029462743
COL_349719,63962.749007375074
COL_349774,39132.92045525129
COL_349777,51978.842658602225
COL_350115,46335.936513889545
COL_350169,31882.377675013035
COL_350175,120032.70926022036
COL_350245,42725.20145138217
COL_350246,48429.835013792064
COL_350338,48088.18323563209
COL_350353,40230.04597202789
COL_350357,70590.83287089918
COL_350456,41207.51931150916
COL_350457,30139.445389027514
COL_350458,54485.049111503395
COL_350459,48586.061548086946
COL_350476,32378.753886854676
COL_350497,521371.4818657432
COL_350564,494592.0321714084
COL_350594,70356.58855663992
COL_350743,40876.75773537731
COL_350761,71806.10879919383
COL_350762,97486.19888038906
COL_350764,79534.71886765529
COL_350784,59122.010334313134
COL_350851,49938.778924179605
COL_351049,47268.922481132795
COL_351088,561739.7045520268
